"chunk_id","primary_relevance_score","vector_similarity_score","llm_evaluation_score","score_difference","titel","datum","jahrgang","ausgabe","autoren","schlagworte","untertitel","url","nr_in_issue","time_window","evaluation_text","content_preview","content_length","full_content"
"76","0.9","0.7598041296005249","0.9","0.14019587039947512","Stein und Bein","1967-04-23","1967","18","","['Recht', 'Eid']","","https://www.spiegel.de/politik/stein-und-bein-a-f144e55a-0002-0001-0000-000045293077?context=issue","","1963-1967","Score: 9.0/10 - Automatisch extrahiert","Neben Blutschande und Notzucht, Ehebruch oder Sodomie gilt als abscheuliche Tat im Katalog deutscher Delikte auch ein Frevel wider die Rechtspflege: der Meineid. Das Verbrechen ist so alt wie das Rech...","1376","Neben Blutschande und Notzucht, Ehebruch oder Sodomie gilt als abscheuliche Tat im Katalog deutscher Delikte auch ein Frevel wider die Rechtspflege: der Meineid. Das Verbrechen ist so alt wie das Rechtsinstitut, gegen das es geht. Die Babylonier und alten Juden, die Griechen und Römer forderten und schworen den Eid. Berührten schwörende Hellenen ein Opfertier und Römer den Altar, so hielten die Germanen beim Schwur eine Hand an die Medien ihrer Geister -- an Ring oder Stab, an Schwert oder Grab (""Stein und Bein"") -, die andere gen Himmel gestreckt. Zwar stand jahrhundertelang das Gottesurteil, bei dem ein Zweikampf den »Rechtsgang« entschied, als Beweismittel neben dem Eid. Doch von Handgreiflichkeiten ließ man ab, die erhobene Hand blieb: Drei Schwurfinger symbolisieren die heilige Dreieinigkeit. Geschworen wird bei »Gott dem Allmächtigen und Allwissenden«, gefordert wird »nach bestem Wissen die reine Wahrheit«. Über das moralische Gewicht des Eides allerdings sind die Deutschen uneins. Preußen stellten den Schwur über das Leben: Der Gehorsam eines eidbesessenen Generalfeldmarschall Paulus brachte in Stalingrad über 100 000 deutschen Soldaten den Tod. Bayern dagegen neigen zu meineidfreudigem Prozessieren: Bayrische Politiker spreizten im Streit um die Spielbankenaffäre Mitte der 50er Jahre die Trinitätsfinger und sagten nichts als die reine Unwahrheit."
"77","0.9","0.7580124735832214","0.9","0.1419875264167786","Kurs für Kaninchen","1966-01-16","1966","4","","['Bentzien']","","https://www.spiegel.de/politik/kurs-fuer-kaninchen-a-508a2f08-0002-0001-0000-000046265353?context=issue","","1963-1967","Score: 9.0/10 - Automatisch extrahiert","Die namhaften Literaten der DDR freilich fanden sich zu kritischer Selbsterniedrigung nicht bereit, obgleich das »Neue Deutschland« sie immer wieder mit sechsspaltigen Breitseiten eindeckte. So blieb ...","860","Die namhaften Literaten der DDR freilich fanden sich zu kritischer Selbsterniedrigung nicht bereit, obgleich das »Neue Deutschland« sie immer wieder mit sechsspaltigen Breitseiten eindeckte. So blieb es dem Vorstand des ostdeutschen Schriftstellerverbandes vorbehalten, die Partei zu besänftigen. Die Verbandsfunktionäre verdammten alle unbußfertigen DDR-Literaten und distanzierten sich insbesondere von dem verstockten Kollegen Stefan Heym: »Ein Beispiel besonders sichtbaren Einflusses der Ideologie des Feindes.« Am selben Tage, da Bentzien gefeuert wurde, übermittelten sie Walter Ulbricht ihre Ergebenheitsadresse. Sie las sich so: »Wir danken dem Zentralkomitee und Ihnen, Genosse Ulbricht, für Ihre Hilfe auch in dieser Sache.« Abgesetzter Kulturminister Bentzien »Wir danken dem Genossen Ulbricht ... Bentzien-Nachfolger Gysi ... auch in dieser Sache«"
"78","0.9","0.7567150592803955","0.9","0.14328494071960451","Wotans Wähler","1966-04-03","1966","15","","['Bonn', 'Npd']","","https://www.spiegel.de/politik/wotans-waehler-a-712c307e-0002-0001-0000-000046266294?context=issue","","1963-1967","Score: 9.0/10 - Automatisch extrahiert","Das hat auch die Welt gemerkt. Und sie fragt: Kommen jetzt in Deutschland die Nazis wieder? Noch kommen sie nicht. Der SPIEGEL holte sich Auskunft in Allensbach, wieviel Deutsche für die NPD stimmen w...","951","Das hat auch die Welt gemerkt. Und sie fragt: Kommen jetzt in Deutschland die Nazis wieder? Noch kommen sie nicht. Der SPIEGEL holte sich Auskunft in Allensbach, wieviel Deutsche für die NPD stimmen würden, wenn nächsten Sonntag Bundestagswahlen wären. Die Antwort: zwei Prozent. NPD-Führer Thielen, von Thadden, Heß*; NPD-Fackelzug in Nürnberg: Hat eines langen Tages Reise in die Nacht begonnen? NPD-Führer Maier-Dorn, Fassbender, Körner, Brouwer: 16 298 wollen ... ... daß »Deutschland sich wieder mal erneuert"": NPD-Führer von Grünberg, Schütz, Gutmann, Heß NPD-Andacht für Kriegsverbrecher*: »Herr, mach uns frei« Von NPD überklebtes FDP-Wahlplakat: »Nie den rechten Arm heben« Anti-NPD-Demonstration in, Nürnberg: »Wir sind grundsätzlich gegen Gastarbeiter« * Auf einer Pressekonferenz in Bonn am 31 März 1960. * Von Thadden, der bayerische NPD-Landesvorsitzende Winter und NPD-Präsidiumsmitglied Heß auf dem Friedhof der Strafanstatt Landsberg."
"79","0.9","0.756493330001831","0.9","0.14350666999816897","HEINZ KÜPPER »WÖRTERBUCH DER DEUTSCHEN UMGANGSSPRACHE II«","1963-04-02","1963","14","","['Enzensbergers April-Lektüre']","","https://www.spiegel.de/politik/heinz-kuepper-woerterbuch-der-deutschen-umgangssprache-ii-a-b8d8d779-0002-0001-0000-000045142983?context=issue","","1963-1967","Score: 9.0/10 - Automatisch extrahiert","Nein, es fehlt dem Volke einfach der nötige Eifer und Respekt; und so reden die Deutschen, undiszipliniert und anarchisch, wie es eben ihre Art ist, darauflos, ohne sich um ihr philologisches National...","1420","Nein, es fehlt dem Volke einfach der nötige Eifer und Respekt; und so reden die Deutschen, undiszipliniert und anarchisch, wie es eben ihre Art ist, darauflos, ohne sich um ihr philologisches Nationaldenkmal zu kümmern. Ähnliche Zustände sind allerdings auch in anderen Ländern eingerissen, zum Beispiel in England, Frankreich und Amerika. Die Veranstalter von Wörterbüchern haben das dort aber schon vor vielen Jahrzehnten bemerkt und folglich große Werke hervorgebracht, in denen die landläufige Sprache verzeichnet ist, nicht wie sie sein soll, sondern wie sie tatsächlich gesprochen wird. Das mochten die deutschen Philologen nicht über sich bringen; und so suchen wir im Trübner und im Paul, im Dornseiff und im Duden vergebens, was doch an jeder Straßenecke gang und gäbe ist. Mit dem ersten Band seines Wörterbuchs, der 1955 erschienen ist, hat ein unbekannter Privatgelehrter namens Heinz Küpper endlich einen Anfang zur Erforschung unserer alltäglichen Reden gemacht. Dieses Buch war, wie die meisten Pioniertaten, mangelhaft und dilettantisch. Es hatte mehr Lücken als Eintragungen aufzuweisen. Die Belege waren spärlich. Das Material wirkte eher stockfleckig als zeitgenössisch. Ein brauchbares Literaturverzeichnis fehlte. Das Resultat schien zufällig. Es war ein schwacher Anfang. Der zweite Band, der parallel zum ersten von A bis Z reicht, ist ein enormer Fortschritt. Das Material ist trübe, aber frisch."
"80","0.8","0.7727875709533691","0.8","0.027212429046630904","Victor Klemperer: »Die unbewältigte Sprache«.","1966-07-24","1966","31","","['Auswahl']","","https://www.spiegel.de/kultur/victor-klemperer-die-unbewaeltigte-sprache-a-7f40cd72-0002-0001-0000-000046408319?context=issue","","1963-1967","Score: 8.0/10 - Automatisch extrahiert","Der Philologe, einer der wenigen deutschen Juden, die in Deutschland überlebten, hat mitten im Dritten Reich die charakteristischen Floskeln des NS-Sprachgebrauchs in sein Notizbuch eingetragen und ko...","591","Der Philologe, einer der wenigen deutschen Juden, die in Deutschland überlebten, hat mitten im Dritten Reich die charakteristischen Floskeln des NS-Sprachgebrauchs in sein Notizbuch eingetragen und kommentiert - ein Glücksfall präziser Analyse am lebenden Objekt. 1946 erschienen Klemperers authentisch kritische Notizen unter dem Titel »LTI« (Lingua Tertii Imperii) in der sowjetisch besetzten Zone. Seither sind sie nicht veraltet. Zwei Jahrzehnte nach der Erstausgabe nun in der Bundesrepublik neu aufgelegt, erweist sich das Buch als immer noch aktuell. (Melzer; 316 Seiten; 19,80 Mark.)"
"81","1.0","0.7810443043708801","1.0","0.21895569562911987","NACHWEIS DER SCHIZOPHRENIE","1968-09-01","1968","36","","['Hans Mommsen Über David Schoenbaum: ""Die Braune Revolution""']","","https://www.spiegel.de/kultur/nachweis-der-schizophrenie-a-8f4acbb7-0002-0001-0000-000045950141?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Das Sein bestimmt das Bewußtsein, sagt Marx. Der Nationalsozialismus war ein Versuch. dieses Verhältnis umzukehren.« Mit dieser zugespitzten Wendung charakterisiert der amerikanische Historiker David ...","1528","Das Sein bestimmt das Bewußtsein, sagt Marx. Der Nationalsozialismus war ein Versuch. dieses Verhältnis umzukehren.« Mit dieser zugespitzten Wendung charakterisiert der amerikanische Historiker David Schoenbaum in seiner »Sozialgeschichte des Dritten Reiches' (Untertitel) den grundlegenden Widerspruch, in dem sich die nationalsozialistische Ideologie zu den unabweisbaren sozialen Konsequenzen des industriegesellschaftlichen Wachstums befunden hat. Schoenbaum sucht eine neue Antwort auf die einfache Frage, warum die Deutschen bereit waren, »Hitler 1933 zu unterstützen und 1939 für ihn zu kämpfen«. Schoenbaum rührt damit an ein bislang kaum aufgedecktes Tabu: das Eingeständnis, daß die relative Stabilität des nationalsozialistischen Herrschaftssystems nicht einfach auf der Ausübung rücksichtslosen Terrors beruht hat, daß es ihm vielmehr gelungen ist, sich der Unterstützung breiter Kreise aus allen sozialen Schichten mit Einschluß der Arbeiterschaft zu versichern.,, Was die Dinge zusammenhielt. war eine Kombination von Ideologie und sozialer Dynamik auf einer Grundlage von Charisma und Terror.« Schoenbaum wendet sein Interesse vor allem der vom Nationalsozialismus freigesetzten oder beschleunigten sozialen Dynamik zu und erblickt in deren Analyse den Schlüssel zur Beantwortung der Frage, warum dem Nationalsozialismus in bemerkenswertem Umfang die Integration einer Gesellschaft gelungen ist, die, wie die Weimarer Jahre zeigen, im Innern durch scharfe Klassengegensätze und Interessenkonflikte zerklüftet war."
"82","1.0","0.7748490571975708","1.0","0.2251509428024292","»Preußen muß sein!«","1970-04-05","1970","15","","","","https://www.spiegel.de/politik/preussen-muss-sein-a-1ca8c999-0002-0001-0000-000045197420?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Gegenüber der SED aber hieß es: »Die Frage, Kommunist oder Sozialdemokrat sein, heißt daher heute in Deutschland Russe oder Sozialdemokrat sein.« Doch auch die Kluft zwischen Kaisers CDU und der SED e...","1104","Gegenüber der SED aber hieß es: »Die Frage, Kommunist oder Sozialdemokrat sein, heißt daher heute in Deutschland Russe oder Sozialdemokrat sein.« Doch auch die Kluft zwischen Kaisers CDU und der SED erwies sich nun immer deutlicher als unüberbrückbar. Am 2. November 1947 veröffentlichte »Neues Deutschland« einen Brief der SED an den Alliierten Kontrollrat. Darin waren sieben Forderungen enthalten, die von nun an agitatorisch verbreitet wurden: Volksabstimmung über die Einheit Deutschlands (mit der Alternative Einheitsstaat im Anschluß an die Weimarer Verfassung oder Länderbund), Einsetzung von Zentralverwaltungen, Aufhebung der Zonengrenzen, Annullierung aller bizonalen Abmachungen, Säuberung der Verwaltungen von Nationalsozialisten und Kriegsverbrechern, Ausdehnung der in der Sowjetzone durchgeführten sozialistischen Reformen -- beginnend mit der Bodenreform -- auf ganz Deutschland, das einheitlich zu einer sozialistischen Planwirtschaft geführt werden sollte. Am 10. November ging Kaisers Memorandum über einen deutschen Konsultativrat an die Oberbefehlshaber der vier Besatzungszonen ab."
"83","1.0","0.7738251686096191","1.0","0.22617483139038086","Briefe","1968-02-18","1968","8","","","","https://www.spiegel.de/politik/npd-witz-a-ce475b95-0002-0001-0000-000046122752?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","(Nr. 4/1968, Briefe) Mit ihrem jüngsten Werbegag, NPD-Propaganda-Briefe durch stilisiertes Hitler-Porträt auf dem Umschlag liebenswürdigerweise gleich für die Ablage (Papierkorb) zu kennzeichnen, mach...","650","(Nr. 4/1968, Briefe) Mit ihrem jüngsten Werbegag, NPD-Propaganda-Briefe durch stilisiertes Hitler-Porträt auf dem Umschlag liebenswürdigerweise gleich für die Ablage (Papierkorb) zu kennzeichnen, machen sich die rechten Deutschen (wohl unbeabsichtigt) über sich selbst lustig. Daß sich die NPD aber als Opfer für ihren neuesten Witz in Herrn John M. Steiner ausgerechnet einen amerikanischen Gast einer deutschen Universität aussucht, ist wirklich peinlich. Hamburg ERNST WEiNRICH Diesbezüglich: Halberg-Wecgen (Nrdrh.-Westf.) Jupp WOLTER Karikaturist* * für das »Deutsche Allgemeine Sonntagsblatt«, »Welt der Arbeit«, »Stuttgarter Nachrichten« u. a."
"84","1.0","0.7728196382522583","1.0","0.2271803617477417","Böse Absicht","1968-05-26","1968","22","","['Zeitgeschichte', 'Ns-Alltag']","","https://www.spiegel.de/politik/boese-absicht-a-c4b0cd6f-0002-0001-0000-000046039785?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Sie bezieht unsere Presse nicht und steht in engster Verbindung mit dem Klerus, Wie mir vertraulich mitgeteilt wurde, ist A. alles andere, nur nicht Nationalsozialist. Ihre ganze jetzige Einstellung u...","805","Sie bezieht unsere Presse nicht und steht in engster Verbindung mit dem Klerus, Wie mir vertraulich mitgeteilt wurde, ist A. alles andere, nur nicht Nationalsozialist. Ihre ganze jetzige Einstellung uns gegenüber ist nur als Schein zu betrachten, um ihre Stellung zu behaupten.« Berichtet wurde über alles, was das Volk beschäftigte, so über eine »geschichtliche Gegenüberstellung«, die 1943 in Trier kursierte: Jeweils 129 Jahre lägen zwischen der Französischen und der Deutschen Revolution (1918), der Kaiserkrönung Napoleons und Hitlers Wahl zum Reichskanzler, Napoleons und Hitlers Einzug in Wien, Napoleons und Ritters Feldzug gegen Rußland. Und: Da Napoleon 1814 Frieden geschlossen habe, werde der Zweite Weltkrieg 129 Jahre später, im Jahre 1943, zu Ende gehen. Da stimmte die Rechnung nicht mehr."
"85","1.0","0.7694250345230103","1.0","0.23057496547698975","DEM UNTERGANG GEWEIHT","1969-01-26","1969","5","","['Fabian V. Schlabrendorff Über Bodo Scheurig: ""Ewald Von Kleist-Schmenzin""']","","https://www.spiegel.de/kultur/dem-untergang-geweiht-a-cf89e15f-0002-0001-0000-000045861340?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Dessenungeacht gab es für ihn keinen Kompromiß. auch nicht in der Geste. So verweigerte er den Hitlergruß und die Flaggenhissung. wie auch die Spende zur NS-Volkswohlfahrt. Wer so lebte, war gezeichne...","1263","Dessenungeacht gab es für ihn keinen Kompromiß. auch nicht in der Geste. So verweigerte er den Hitlergruß und die Flaggenhissung. wie auch die Spende zur NS-Volkswohlfahrt. Wer so lebte, war gezeichnet. Ernst Jünger hat in einem Gespräch über Ewald von Kleist es einmal so ausgedruckt: »Kleist war hochgezüchtet, von sehr empfindlichem verletzbaren Ethos. Ich habe den Typus im Fürsten Sunmyra der Marmorklippen festzuhalten versucht. Daß er dem Untergang geweiht war. ließ schon die Aura ahnen.« Ewald von Kleist hat noch in der Gestapohaft bis zuletzt gekämpft. Aber er schied von dieser Welt als ein Mann, der mit sieh und Gott ins reine gekommen war. Hatte ei früher das Wesen des Glaubens im Gehorsam gesehen, so war ihm im Gefängnis der Begriff der Liebe als das entscheidende Kriterium des Christentums klargeworden. Seine Haltung im Gerichtssaal und auf dem Schafott wurde auch von seinen Gegnern anerkannt. Der Vertreter Martin Bormanns sagt in seinem Fernschreiben, Kleist habe mit dem Vorsitzenden gespielt und habe die Szene beherrscht. Nach der Vollstreckung des Todesurteils erklärte der anwesende Richter des Volksgerichtshofes: »So unangenehm mir der Mann in der Hauptverhandlung gewesen ist, so groll war er, als er wie ein Held in den Tod ging.«"
"86","1.0","0.7689335942268372","1.0","0.23106640577316284","Manie der Mission","1969-06-22","1969","26","","","","https://www.spiegel.de/kultur/manie-der-mission-a-7c716629-0002-0001-0000-000045702185?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Erst das Gefühl, nicht nur Politik zu betreiben, sondern eine Mission zu erfüllen, den verlorenen Sinn der Geschichte wiederherzustellen, liefert denn auch eine Begründung für die manische und zerstör...","977","Erst das Gefühl, nicht nur Politik zu betreiben, sondern eine Mission zu erfüllen, den verlorenen Sinn der Geschichte wiederherzustellen, liefert denn auch eine Begründung für die manische und zerstörerische Konsequenz, die er bis zum Ende beobachtet hat. Jäckel vertritt seine These kühl, nüchtern, mit der Überredungskraft. die aus der Distanz stammt. Vom Nationalsozialismus als der Revolution des Nihilismus« ist nach diesem Buch nicht mehr zu reden, auch wenn der Verfasser seiner Neigung zur Systematisierung der Ideenwelt Hitlers mitunter bedenklich stark nachgibt. Der Autor beklagt, daß Leidenschaft und Engagement die vorurteilsfreie Analyse des Nationalsozialismus so lange beeinträchtigt haben. Gewiß -obwohl sie wiederum auch nicht unbegreiflich sind; verständlicher jedenfalls als der im allzu angestrengten Bemühen um Unvoreingenommenheit dem Verfasser unterlaufene Lapsus, die Ausrottung der Juden »zum Geschenk des Nationalsozialismus an die Welt« zu erklären."
"87","1.0","0.7646784782409668","1.0","0.2353215217590332","Zukunft verrammeln","1970-02-15","1970","8","","['Ddr', 'Nation']","","https://www.spiegel.de/politik/zukunft-verrammeln-a-c841868d-0002-0001-0000-000045202535?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Ein Jahr darauf schrieb ein Potsdamer Philosoph in der »Märkischen Volksstimme« bereits über den »Keim einer neuen sozialistisch-deutschen Nation« in der DDR. Wiederum ein Jahr später, 1969, ergänzten...","1121","Ein Jahr darauf schrieb ein Potsdamer Philosoph in der »Märkischen Volksstimme« bereits über den »Keim einer neuen sozialistisch-deutschen Nation« in der DDR. Wiederum ein Jahr später, 1969, ergänzten die Herausgeber des »Wörterbuchs der marxistisch-leninistischen Soziologie"": »In der DDR vollzog sich eine ... demokratische Entwicklung der deutschen Nation. Sie entwickelte sich hier als sozialistische Nation.« In der Bundesrepublik hingegen, das schließlich druckte »Neues Deutschland« nach Walter Ulbrichts neuester Verkündigung Ende Januar, müsse sich die Arbeiterklasse als Nation konstituieren, sich also zur Revolution entschließen, »erst dann kann es ... eine einheitliche sozialistische deutsche Nation geben«. Solange sich diese Hoffnung nicht erfüllt, »erden Ideologen aus der SED-Zentrale noch manches Haar spalten, um im gespaltenen Deutschland ihrem Staat nationale Reputation zu geben und die Bundesrepublik als antinational hinzustellen. Und so lange gilt auch für die SED, was der Historiker Golo Mann kürzlich erkannte: »Innerhalb sehr weit gezogener Grenzen ist Nation, was man will, daß sie es sei.«"
"88","1.0","0.7605955004692078","1.0","0.23940449953079224","WARUM WIR VERSAGT HABEN","1968-12-22","1968","52","","['Werner Sarstedt Über Hermann Weinkauff : ""Deutsche Justiz Und Nationalsozialismus""']","","https://www.spiegel.de/kultur/warum-wir-versagt-haben-a-77f66eca-0002-0001-0000-000045865064?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Solche Entscheidungen bringen den Naturrechtsgedanken notwendig um seinen Kredit. »Naturrecht« ist wegen der Unbestimmbarkeit des Inhalts eine gefährliche Vokabel. Wäre sie den Hitlerleuten eingefalle...","856","Solche Entscheidungen bringen den Naturrechtsgedanken notwendig um seinen Kredit. »Naturrecht« ist wegen der Unbestimmbarkeit des Inhalts eine gefährliche Vokabel. Wäre sie den Hitlerleuten eingefallen, so hätten sie sie vielleicht statt des »gesunden Volksempfindens« verwendet. Nachdem sie diesen schönen Ausdruck durch Mißbrauch verdorben haben, darf man sich darauf gefaßt machen, daß eine neue totalitäre Bewegung uns ihre spezifische Rechtsverwüstung als »Naturrecht« anpreisen wird. Fruchtbarer dürfte die Beschäftigung mit den ausländischen Rechten und mit der Rechtsgeschichte sein, besonders mit der deutschen Rechtsgeschickte von 1933 bis 1945. Dazu ist Weinkauffs »Überblick«, stehe man zu seinen Vorschlägen wie auch immer, in seiner Knappheit, seinem Gedankenreichtum, seiner Lesbarkeit, eine vorzügliche, zum Nachdenken anregende Einführung."
"89","1.0","0.7584889531135559","1.0","0.2415110468864441","Eigener Wert","1968-12-22","1968","52","","['Npd-Wähler']","","https://www.spiegel.de/politik/eigener-wert-a-1a2ce7e5-0002-0001-0000-000045865028?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Liepelt versucht, Weltbild und Sozialstatus der bundesdeutschen Rechten zu deuten -- über die pure Statistik hinaus, die allein nicht viel besagt: Mehr Männer als Frauen wählen NPD; weder die Jungen n...","1451","Liepelt versucht, Weltbild und Sozialstatus der bundesdeutschen Rechten zu deuten -- über die pure Statistik hinaus, die allein nicht viel besagt: Mehr Männer als Frauen wählen NPD; weder die Jungen noch die Alten, sondern die mittleren Jahrgänge zwischen 45 und 60, die im Dritten Reich In den besten Jahren waren, neigen am ehesten dazu, nationaldemokratisch zu stimmen. Zwar ist die Partei in allen Bevölkerungsgruppen vertreten, doch die Selbständigen, also vor allem Gewerbetreibende und freiberuflich Tätige, sind in der NPD überrepräsentiert; Akademiker, Stützen des Bürgertums, wie Ärzte, Apotheker oder Rechtsanwälte, stellen mit sechs Prozent einen -- im Vergleich zu anderen Parteien -- überdurchschnittlichen Anteil der nationaldemokratischen Anhängerschaft. Und das deutet auf ein besonderes Merkmal, das auch nationalistischen Gruppen der Vergangenheit zu eigen war: mittelständisches Bewußtsein. »Die Neigung des Mittelstandes, seine Moralvorstellungen zur »Normalmoral« zu erheben, muß ihn in wirtschaftlichen Krisensituationen für nationalistische Parolen und die Ideologie der »Volksgemeinschaft' noch anfälliger machen, als er es ohnehin ist«, schrieb die »Zeit«. »Jede Bedrohung seiner wirtschaftlichen Lage erscheint ihm zugleich als Bedrohung der gesellschaftlichen Moral, und jeder Klassenkonflikt« in den er verwickelt ist, verlängert sich für ihn in einen nationalen Notstand, in einen Angriff auf die Moral der Gesellschaft.«"
"90","1.0","0.758370578289032","1.0","0.24162942171096802","Briefe","1969-08-24","1969","35","","","","https://www.spiegel.de/politik/schwarze-woelfe-a-a1391b10-0002-0001-0000-000045547953?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Oker (Nieders.) BEATE HERBST Die NPD ist keine neonazistische Partei, hat ehrenwerte Menschen, und man kann offenbar guten Gewissens Abstimmungskoalitionen mit ihr eingehen (Präsidentenwahl, Schließun...","1155","Oker (Nieders.) BEATE HERBST Die NPD ist keine neonazistische Partei, hat ehrenwerte Menschen, und man kann offenbar guten Gewissens Abstimmungskoalitionen mit ihr eingehen (Präsidentenwahl, Schließung der Münchner Kunstakademie). Die Apo-Leute gleichen entmenschten Vandalenhorden, Tieren und Geisteskranken, Gottlob, daß uns Unionspolitiker die Augen geöffnet haben! Heidelberg VOLKER V. OFEENBERG Die Grenze zur politischen Seriosität hat der SPIEGEL dort überschritten, wo er sich auf vielleicht nicht hinreichend ausdifferenzierte und daher mißverständliche Äußerungen von Hasseis stürzt, um die CDU in die Nähe der NPD zu rücken. Dieses kaum fair zu nennende Verfahren enthüllt die die psychische Situation derer, welche die Vorstellung schreckt, die CDU könnte ein weiteres Mal einen Führungsauftrag des Wählers erhalten -- es sei denn, man unterstellt von vornherein, der SPIEGEL sei auch hier wieder -- human interest -- der Dynamik der Story erlegen. Kaiserslautern WERNER REICHERT Wen wundert es, wenn Herr Kiesinger die NPD als nicht neonazistisch bezeichnet, das entspricht nämlich den Tatsachen. Die NPD ist nazistisch. Düsseldorf E. STRAUSS"
"91","1.0","0.7544947862625122","1.0","0.2455052137374878","Briefe","1971-01-03","1971","1","","","","https://www.spiegel.de/politik/seifenblasen-a-4890e121-0002-0001-0000-000043380506?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","(Nr. 50/1970, Briefe) Entspricht denn die Zahl der zum Thema veröffentlichten negativen Leserzuschriften prozentual tatsächlich dem Durchschnitt der insgesamt zu diesem Thema eingegangenen Briefe? Wen...","1108","(Nr. 50/1970, Briefe) Entspricht denn die Zahl der zum Thema veröffentlichten negativen Leserzuschriften prozentual tatsächlich dem Durchschnitt der insgesamt zu diesem Thema eingegangenen Briefe? Wenn dem so ist, na dann gute Nacht, armes Deutschland! Berlin WERNER LEHMANN-BAUERFELD Aus Ihrer Rubrik »Leserzuschriften« entnimmt man Vokabeln wie »heilige Sendung, Deutschtum, Grenzlandmenschen sind kämpferisch, blutgeweihter Boden, heiliger Berg«, die einem geradezu in Ehrfurcht erschauern lassen. Sogar angebliche Kenner der Geschichte Ostdeutschlands benützen sozusagen die Urvergangenheit für ihre Thesen. Unverständlicherweise liest man nichts über unsere jüngste Geschichte von 1933-1945. Es ist aber doch jene Zeit gewesen, in der man die Wurzeln der heutigen Ursachen finden könnte. Nürnberg LEO GUTBERLET Wenn man sich unsere Vertriebenenverbände heute anhört, muß man meinen, daß sie Rechtsanwälte für ein Volk sind, das gern in Seifenblasen schaut, Ich kann nur hoffen, daß diese Seifenblasen platzen und den Herren die Sicht für eine Zukunft der Realitäten freigibt. Stuttgart BURKHARDT STRAUSS"
"92","1.0","0.7537698745727539","1.0","0.2462301254272461","Roter Stern in Zucker","1968-12-08","1968","50","","['Staatsgründungstag']","","https://www.spiegel.de/politik/roter-stern-in-zucker-a-93fd621a-0002-0001-0000-000045876607?context=issue","","1968-1972","Score: 10.0/10 - Automatisch extrahiert","Damals trug sie zerschlissene Kleider. jetzt trug sie ein Nerzkollier. Beim Festempfang im Kulturhaus drängte die neue Klasse in schwarzem Anzug und Sonntagskleid zum Büfett. Nur die Verzierung der Sc...","732","Damals trug sie zerschlissene Kleider. jetzt trug sie ein Nerzkollier. Beim Festempfang im Kulturhaus drängte die neue Klasse in schwarzem Anzug und Sonntagskleid zum Büfett. Nur die Verzierung der Schokoladentorten entsprach dem Milieu: Partisanenfiguren aus Marzipan, Staatswappen und roter Stern in Zuckerguß. Auch am 30. November 1943 hatte es für den Nationalen Befreiungsrat in der Baracke der Offiziersschule von Jajce ein festliches Essen gegeben: Schweinebraten mit Kartoffeln und Kraut, dazu Bier, von den Deutschen erbeutet, Jetzt bot ein Ratsmitglied von 1943 deutschen Gästen, darunter den SPIEGEL-Redakteuren Siegfried Kogelfranz und Fritjof Meyer, Versöhnung an: »Nun sind wir auch von den Russen bedroht -- wie ihr.«"
